Close,ln_volume_min,ln_volume_median,ln_volume_max,daily_growth_min,daily_growth_median,daily_growth_max,weekly_growth_min,weekly_growth_median,weekly_growth_max,biweekly_growth_min,biweekly_growth_median,biweekly_growth_max,monthly_growth_min,monthly_growth_median,monthly_growth_max,rel_spread_oc_median,rel_spread_hl_median,vol_10d_mean_median,vol_10d_std_median,vol_10d_min_median,vol_10d_max_median,return_1m,return_2m,return_3m,vol_3m,momentum_3m,mma_3_scaled,mma_6_scaled,month,marketCap,beta,trailingPE,forwardPE,trailing_PEG,priceToBook,dividendYield,debt_to_equity,current_ratio,cash_ratio,working_capital,working_capital_ratio,retained_earnings_to_assets,long_term_debt_to_equity,operating_cf_margin,free_cf_margin,pct_held_by_inst,institutional_holders_count,esg_env,esg_soc,esg_gov,recent_rating_changes,strong_to_total_reco_ratio,days_to_next_earnings,dividend_stability,fullTimeEmployees,adx,adxr,apo,aroon_1,aroon_2,aroonosc,bop,cci,cmo,dx,macd,macdsignal,macdhist,macd_ext,macdsignal_ext,macdhist_ext,macd_fix,macdsignal_fix,macdhist_fix,minus_di,mom,plus_di,dm,ppo,roc,rocp,rocr,rocr100,rsi,slowk,slowd,fastk,fastd,fastk_rsi,fastd_rsi,trix,ultosc,willr,cdl2crows,cdl3blackrows,cdl3inside,cdl3linestrike,cdl3outside,cdl3starsinsouth,cdl3whitesoldiers,cdlabandonedbaby,cdladvancedblock,cdlbelthold,cdlbreakaway,cdlclosingmarubozu,cdlconcealbabyswall,cdlcounterattack,cdldarkcloudcover,cdldoji,cdldojistar,cdldragonflydoji,cdlengulfing,cdleveningdojistar,cdleveningstar,cdlgapsidesidewhite,cdlgravestonedoji,cdlhammer,cdlhangingman,cdlharami,cdlharamicross,cdlhighwave,cdlhikkake,cdlhikkakemod,cdlhomingpigeon,cdlidentical3crows,cdlinneck,cdlinvertedhammer,cdlkicking,cdlkickingbylength,cdlladderbottom,cdllongleggeddoji,cdllongline,cdlmarubozu,cdlmatchinglow,cdlmathold,cdlmorningdojistar,cdlmorningstar,cdlonneck,cdlpiercing,cdlrickshawman,cdlrisefall3methods,cdlseparatinglines,cdlshootingstar,cdlshortline,cdlspinningtop,cdlstalledpattern,cdlsticksandwich,cdltakuru,cdltasukigap,cdlthrusting,cdltristar,cdlunique3river,cdlupsidegap2crows,cdlxsidegap3methods,gdp_us,cpi_us,unemployment_us,interest_us,gdp_de,cpi_de,interest_eu,sp500,vix,dax,spy,gld,vgk,xlv,xlk,xlf,efa,eurusd,usdx,month_sin,month_cos,ticker_AMD,ticker_AMZN,ticker_APP,ticker_ASML,ticker_AVGO,ticker_AZN,ticker_COST,ticker_CSCO,ticker_GOOG,ticker_GOOGL,ticker_INTU,ticker_LIN,ticker_META,ticker_MSFT,ticker_NFLX,ticker_NVDA,ticker_PDD,ticker_PEP,ticker_PLTR,ticker_QCOM,ticker_SHOP,ticker_TMUS,ticker_TSLA,sector_Communication Services,sector_Consumer Cyclical,sector_Consumer Defensive,sector_Healthcare,sector_Technology,industry_Auto Manufacturers,industry_Beverages - Non-Alcoholic,industry_Communication Equipment,industry_Consumer Electronics,industry_Discount Stores,industry_Drug Manufacturers - General,industry_Entertainment,industry_Internet Content & Information,industry_Internet Retail,industry_Semiconductor Equipment & Materials,industry_Semiconductors,industry_Software - Application,industry_Software - Infrastructure,industry_Specialty Chemicals,industry_Telecom Services,is_positive_growth_3m_future,split
9.466016,19.35445,19.817254,20.264685,-0.060907,0.003425,0.035458,-0.034298,0.008902,0.068593,-0.024067,0.037034,0.099208,0.03294,0.120774,0.248356,-0.002655,0.031357,0.003951,0.025593,-0.0353,0.035458,0.070597,0.300409,0.441895,0.07463,5.921103,0.901016,0.788135,6,4346061520896,2.102,50.71165,43.326458,1.3274,43.400196,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,25.939108031485524,26.36877565047788,0.25707612587855433,7.142857142857143,71.42857142857143,60.71428571428572,0.09272312326230578,70.5280239753682,23.490974827980686,20.843363292530626,0.32700759700080617,0.3581964348817261,-0.03181637047599464,0.25707612587855433,0.3889870205496112,-0.06583509689722364,0.311987302237406,0.3419868250596324,-0.03001367551995951,0.77558445448467,0.3131866455078125,24.997292033120615,1.2072280151093602,2.9181948425292257,3.7034332428258487,0.0370343324282585,1.0370343324282585,103.70343324282585,61.74548741399034,63.824692555584534,66.07174674463421,68.84448766667322,63.824692555584534,55.032892026444244,50.83838151634791,0.5773705094056947,57.466135955755846,-26.750020759090777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19056.617,257.042,11.0,0.08,681793.6,105.9555,0.3514592915173739,3100.2900390625,30.43000030517578,12310.9296875,286.3257751464844,167.3699951171875,42.39626693725586,92.03366088867188,100.18577575683594,21.068695068359375,52.54491424560547,1.1247202157974243,97.38999938964844,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,train
10.57928,19.400074,19.704151,20.112023,-0.040747,0.006489,0.034872,-0.035612,0.021164,0.102728,-0.036088,0.046778,0.137892,0.071931,0.115538,0.161729,-0.005839,0.028124,0.004828,0.022646,-0.0353,0.032364,0.117606,0.196507,0.453345,0.073464,6.170976,0.910179,0.779156,7,4346061520896,2.102,50.71165,43.326458,1.3274,43.400196,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,24.146985130365707,23.83629332577581,0.3354035463088598,17.857142857142858,67.85714285714286,53.57142857142857,0.19176150078745835,87.84436553790609,24.50744216309677,18.24632104658199,0.33172329137728607,0.336198809154604,-0.004112692748142549,0.3354035463088598,0.3419231716384238,0.038068064257630804,0.3158433204335305,0.3200834570596306,-0.0035026244697997644,0.840193941576438,0.46643781661987305,26.36871034709203,1.24987761364424,3.5733313671098417,4.677826104699056,0.04677826104699061,1.0467782610469905,104.67782610469905,62.253721081548385,70.72376300480909,67.69318975134487,76.08269394921413,70.72376300480909,74.08800895103994,52.859860525097794,0.5629902106784157,56.985671716214235,-25.531828833515142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20548.793,258.352,10.2,0.09,740949.7,105.1121,0.2208853101863519,3271.1201171875,24.459999084472656,12313.3603515625,303.1880798339844,185.42999267578125,43.94621658325195,97.05516052246094,105.88107299804688,21.879037857055664,53.56352996826172,1.1872254610061646,93.48999786376953,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,train
13.329811,19.313973,19.83828,20.723134,-0.028213,0.002898,0.066845,-0.033645,0.052272,0.130023,0.047523,0.092004,0.175115,0.065439,0.16307,0.259992,-0.00294,0.031985,0.009196,0.023864,-0.028213,0.054401,0.259992,0.408175,0.507589,0.098619,5.146983,0.834598,0.70095,8,4346061520896,2.102,50.71165,43.326458,1.3274,43.400196,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,30.832375560393213,24.687005213455933,0.5267420548659096,14.285714285714286,100.0,71.42857142857143,0.12866763387540717,112.04582330591961,42.106706040941404,46.67601796072062,0.473145960059588,0.4008412047709663,0.06177794025741051,0.5267420548659096,0.35603703936280656,0.11671851367352715,0.4496161261041802,0.38132790476566797,0.05814170153615955,0.5638468398254405,1.001643180847168,31.75098196951509,1.714441731212738,4.911341575745662,9.20040307446548,0.09200403074465485,1.0920040307446548,109.20040307446548,71.0533530204707,82.27847931652373,81.30170787609141,84.28045409918325,82.27847931652373,100.0,75.18486631937289,0.5392527196879326,62.98149717712881,-7.676903450603205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20548.793,259.316,8.4,0.1,740949.7,105.1121,0.1600719539250139,3500.31005859375,26.40999984741211,12945.3798828125,324.3495788574219,184.8300018310547,45.84154510498047,99.56593322753906,118.46063995361328,22.81683349609375,56.092803955078125,1.1918240785598755,92.13999938964844,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,train
13.489321,20.052498,20.364709,21.104222,-0.092775,0.009627,0.067321,-0.141829,0.002035,0.123526,-0.131251,-0.004512,0.182254,-0.046609,0.032518,0.278154,0.000403,0.049372,0.000284,0.040437,-0.056209,0.058181,0.011966,0.27507,0.425026,0.124466,3.414803,0.924149,0.778214,9,4346061520896,2.102,50.71165,43.326458,1.3274,43.400196,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,31.061923387874923,36.574856995653015,0.36842067425067526,35.714285714285715,50.0,-21.42857142857143,-0.017398422290208975,-33.589384801744636,9.436008298169988,8.465559491657464,0.30040560008441375,0.4295973146852513,-0.12105315165430353,0.36842067425067526,0.6437588471632735,-0.23095207132844686,0.2882469029727872,0.41106579232809215,-0.11502710476828204,1.9560804237427012,-0.05703544616699219,26.446604614085352,2.3839955181559453,2.9519651320844247,-0.4511898523550162,-0.0045118985235501246,0.9954881014764498,99.54881014764499,54.718004149085,47.428650304110654,50.307855031270634,43.948435141102216,47.428650304110654,40.96361706801321,48.129054600747,0.6222492803640955,50.96426060339542,-66.55913312107411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20548.793,259.997,7.8,0.09,740949.7,105.1121,0.1234636702947539,3363.0,26.3700008392334,12760.73046875,312.204833984375,177.1199951171875,44.41270065307617,97.39493560791016,112.14063262939453,22.035993576049805,54.944705963134766,1.1742050647735596,93.88999938964844,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,train
12.495856,19.2073,19.646596,20.480455,-0.057458,-0.00717,0.044422,-0.077721,0.006471,0.102567,-0.104166,0.033926,0.151789,-0.089517,0.088318,0.172165,0.00711,0.025488,0.0036,0.023737,-0.040564,0.042578,-0.073648,-0.062563,0.181163,0.173283,1.045474,1.048747,0.909663,10,4346061520896,2.102,50.71165,43.326458,1.3274,43.400196,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,20.45021578245313,21.36175744779642,0.3620967345360002,10.714285714285715,78.57142857142857,64.28571428571429,-0.25764256188232554,39.10407463048734,11.706159207560766,23.10251883339081,0.31551691266906,0.3092918003253863,0.025779004985467813,0.3620967345360002,0.3437782970928399,0.09510039569985175,0.3001314009826981,0.29423739679950767,0.024445321077772475,1.3024498253198882,0.4587259292602539,25.595502866717567,1.8378063748287654,2.7544600576412916,3.392554406214232,0.03392554406214239,1.0339255440621424,103.39255440621423,55.85307960378039,49.140547068972936,63.4044246429071,46.27079240137125,49.140547068972936,32.25510282179552,46.417749082346276,0.464291527035543,49.907796247098624,-37.82033587369995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20771.691,260.319,6.9,0.09,748115.7,105.323,0.0003605895975517,3269.9599609375,38.02000045776367,11556.48046875,304.4204406738281,176.1999969482422,42.00698471069336,93.86775207519531,106.52879333496094,21.843740463256836,52.993797302246094,1.1678695678710938,94.04000091552734,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,train
13.360714,18.935156,19.684384,20.283315,-0.063951,0.003309,0.059507,-0.08687,-0.013882,0.1618,-0.101239,0.011281,0.07428,-0.102348,-0.014924,0.052263,0.002016,0.033146,0.001263,0.037153,-0.063549,0.055125,0.069212,-0.009534,0.002318,0.071898,0.032245,0.981631,0.90715,11,4346061520896,2.102,50.71165,43.326458,1.3274,43.400196,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,16.962294421717406,18.39490498367801,-0.12604763568976018,28.571428571428573,46.42857142857143,35.714285714285715,-0.06729740292298483,-7.885165959845342,0.9323091687883664,14.496226829752233,0.03775456339225336,0.05000196956596816,-0.015207205355726387,-0.12604763568976018,-0.09419660350875661,-0.031000473220802488,0.03557165728640399,0.04827073992612027,-0.014602382180644476,1.7507035195586447,0.14568185806274414,19.06101040133585,1.4944364645453878,-0.9364139230448234,1.1280793268432232,0.011280793268432279,1.0112807932684322,101.12807932684322,50.46615458439419,46.62272822644832,45.72651884714078,54.832639990941615,46.62272822644832,59.7205964450895,49.54482972596714,0.2661738281978909,48.85280234756881,-53.86810238853859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20771.691,260.911,6.7,0.09,748115.7,105.1121,-0.0550423146444471,3621.6298828125,20.56999969482422,13291.16015625,337.5343322753906,166.6699981689453,48.89378356933594,101.32841491699219,118.65576934814453,25.524030685424805,60.55570602416992,1.1971460580825806,91.87000274658203,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,train
13.019117,18.399294,19.198978,19.81022,-0.031405,0.001151,0.022708,-0.045032,-0.000953,0.045282,-0.027463,-0.006001,0.039962,-0.08296,-0.011043,0.076605,0.003218,0.021043,-0.000501,0.013845,-0.026227,0.021377,-0.025567,0.041875,-0.034857,0.072691,-0.47953,0.995349,0.976437,12,4346061520896,2.102,50.71165,43.326458,1.3274,43.400196,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,13.768938191504173,14.701845266027206,-0.04200060856648058,67.85714285714286,32.142857142857146,-28.571428571428573,-0.1846331694266709,-24.16056784660134,-0.962710784082144,13.09681517337445,-0.027971023661557126,-0.020803914973237227,-0.01029118138738191,-0.04200060856648058,-0.03561695416768392,-0.019586146387280005,-0.026881823860939846,-0.020013302369387642,-0.009820292756789147,1.1052581280619789,-0.08005046844482422,16.8895205814926,0.9341800373832803,-0.31620149647878154,-0.6001017645853313,-0.006001017645853347,0.9939989823541466,99.39989823541467,49.51864460795893,59.05450770299474,58.67240731416442,63.68946791551396,59.05450770299474,54.5215526612257,61.92911249618136,0.10317086195332781,54.14308451250097,-48.1972353910345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20771.691,262.045,6.7,0.09,748115.7,105.2175,-0.0918818166552814,3756.070068359375,22.75,13718.7802734375,350.0394287109375,178.36000061035156,51.66976547241211,105.17670440673828,125.23124694824219,27.133586883544922,63.59282302856445,1.2299896478652954,89.94000244140625,-2.4492935982947064e-16,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,train
12.954041,18.915255,19.461381,20.179269,-0.058953,-0.004321,0.05783,-0.058879,0.009216,0.072714,-0.053835,0.004146,0.09933,-0.069607,0.001837,0.053419,0.002005,0.031761,0.000854,0.02731,-0.058953,0.05783,-0.004998,-0.030438,0.036667,0.049855,0.73547,1.012139,1.011896,1,4346061520896,2.102,50.71165,43.326458,1.3274,43.400196,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,13.844520382673661,13.713747615501926,0.03402017324398798,64.28571428571429,78.57142857142857,21.42857142857143,-0.12820558420771705,42.406961241258365,3.4681700555795767,10.308289583340931,0.0026772110184065667,-0.007063210399614996,0.014243598649763309,0.03402017324398798,-0.055715281059938865,0.058886239331672224,0.0016229420616706847,-0.007052752128807097,0.013186220571118477,1.0841209455576488,0.054347991943359375,21.70199994321995,1.2489084794405392,0.2585591408266621,0.4145658784958428,0.0041456587849585365,1.0041456587849584,100.41456587849584,51.73408502778979,47.723136340160295,53.155060789477226,60.05107668370906,47.723136340160295,69.92507218221814,61.70862356288649,0.01834122728641141,50.23087097750211,-39.90838102164729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21058.379,262.639,6.4,0.09,743509.0,106.4827,-0.0637567597967503,3714.239990234375,33.09000015258789,13432.8701171875,346.4722595214844,172.61000061035156,51.20658874511719,106.65087127685547,124.18135833740234,26.645771026611328,63.09600067138672,1.2120037078857422,90.58000183105469,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,train
13.676804,18.946308,19.589938,20.53021,-0.082178,0.006575,0.062376,-0.102603,0.045063,0.116106,-0.100733,0.056269,0.16855,-0.009508,0.074303,0.161361,-0.00472,0.029753,0.005929,0.025656,-0.038237,0.062376,0.055794,0.050517,0.023658,0.042306,0.559221,0.966355,0.96265,2,4346061520896,2.102,50.71165,43.326458,1.3274,43.400196,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,19.918636064996218,16.265845198291117,0.30246746234404753,28.571428571428573,71.42857142857143,64.28571428571429,0.07859931005363235,64.66869439619758,12.059513625641854,18.162068746746797,0.26074662942364313,0.21251008269318092,0.03932203788983746,0.30246746234404753,0.1440121033932073,0.042195774551130716,0.24636042644052125,0.20094893309177692,0.03879433490487266,1.2037286666634404,0.7626466751098633,29.06822000925387,1.8968137755921655,2.2239025158235908,5.626876228185362,0.056268762281853735,1.0562687622818536,105.62687622818537,56.02975681282093,67.29845825178275,68.13897701243293,62.06995954861912,67.29845825178275,71.07210047674232,61.17262412689024,0.05146804150575335,58.604099359170135,-27.78938056456603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21058.379,263.573,6.2,0.08,743509.0,107.1152,0.0632093685662668,3811.14990234375,27.950000762939453,13786.2900390625,356.1061706542969,161.80999755859375,52.52749252319336,104.40715789794922,125.87654876708984,29.73833656311035,64.50801086425781,1.2160420417785645,90.93000030517578,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,train
13.316154,19.114847,19.511946,20.166996,-0.069675,0.003762,0.080333,-0.162443,-0.01659,0.138232,-0.192432,-0.031562,0.1378,-0.151564,-0.089197,0.060589,-0.002311,0.036559,-0.00296,0.035386,-0.069675,0.042127,-0.026369,0.027954,0.022815,0.042629,0.535208,0.999963,0.986555,3,4346061520896,2.102,50.71165,43.326458,1.3274,43.400196,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,23.70430220777048,23.299021910723795,-0.4213738380334302,71.42857142857143,7.142857142857143,-50.0,0.08074407063329088,-30.49225875832536,-9.033183610468281,20.74894184602873,-0.22514473220435605,-0.22511161621440262,-0.0039650835265941375,-0.4213738380334302,-0.4558732217533296,-0.21239012326949636,-0.21534550409451647,-0.2151754551930823,-0.0061919615884695745,2.2151997199068014,-0.41849422454833984,18.634354627359333,1.4498602601423551,-3.045419680900704,-3.156233648304818,-0.03156233648304818,0.9684376635169518,96.84376635169518,45.48340819476586,40.571978924597296,41.10188078505639,50.826047325358786,40.571978924597296,65.87722862720034,50.66433466775899,0.03231802445986531,49.949897156809094,-50.7995505584487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21058.379,264.847,6.1,0.07,743509.0,107.6424,0.1478562381998869,3972.889892578125,19.399999618530273,15008.33984375,372.273193359375,159.9600067138672,54.26976776123047,108.61195373535156,128.18850708007812,31.478750228881836,66.12921905517578,1.1723604202270508,93.2300033569336,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,train
