Date,Close,ln_volume_min,ln_volume_median,ln_volume_max,daily_growth_min,daily_growth_median,daily_growth_max,weekly_growth_min,weekly_growth_median,weekly_growth_max,biweekly_growth_min,biweekly_growth_median,biweekly_growth_max,monthly_growth_min,monthly_growth_median,monthly_growth_max,rel_spread_oc_median,rel_spread_hl_median,vol_10d_mean_median,vol_10d_std_median,vol_10d_min_median,vol_10d_max_median,return_1m,return_2m,return_3m,vol_3m,momentum_3m,mma_3_scaled,mma_6_scaled,year,month,ticker,marketCap,beta,trailingPE,forwardPE,trailing_PEG,priceToBook,dividendYield,debt_to_equity,current_ratio,cash_ratio,working_capital,working_capital_ratio,retained_earnings_to_assets,long_term_debt_to_equity,operating_cf_margin,free_cf_margin,pct_held_by_inst,institutional_holders_count,esg_env,esg_soc,esg_gov,recent_rating_changes,strong_to_total_reco_ratio,days_to_next_earnings,dividend_stability,companyName,sector,industry,country,fullTimeEmployees,adx,adxr,apo,aroon_1,aroon_2,aroonosc,bop,cci,cmo,dx,macd,macdsignal,macdhist,macd_ext,macdsignal_ext,macdhist_ext,macd_fix,macdsignal_fix,macdhist_fix,minus_di,mom,plus_di,dm,ppo,roc,rocp,rocr,rocr100,rsi,slowk,slowd,fastk,fastd,fastk_rsi,fastd_rsi,trix,ultosc,willr,cdl2crows,cdl3blackrows,cdl3inside,cdl3linestrike,cdl3outside,cdl3starsinsouth,cdl3whitesoldiers,cdlabandonedbaby,cdladvancedblock,cdlbelthold,cdlbreakaway,cdlclosingmarubozu,cdlconcealbabyswall,cdlcounterattack,cdldarkcloudcover,cdldoji,cdldojistar,cdldragonflydoji,cdlengulfing,cdleveningdojistar,cdleveningstar,cdlgapsidesidewhite,cdlgravestonedoji,cdlhammer,cdlhangingman,cdlharami,cdlharamicross,cdlhighwave,cdlhikkake,cdlhikkakemod,cdlhomingpigeon,cdlidentical3crows,cdlinneck,cdlinvertedhammer,cdlkicking,cdlkickingbylength,cdlladderbottom,cdllongleggeddoji,cdllongline,cdlmarubozu,cdlmatchinglow,cdlmathold,cdlmorningdojistar,cdlmorningstar,cdlonneck,cdlpiercing,cdlrickshawman,cdlrisefall3methods,cdlseparatinglines,cdlshootingstar,cdlshortline,cdlspinningtop,cdlstalledpattern,cdlsticksandwich,cdltakuru,cdltasukigap,cdlthrusting,cdltristar,cdlunique3river,cdlupsidegap2crows,cdlxsidegap3methods,gdp_us,cpi_us,unemployment_us,interest_us,gdp_de,cpi_de,interest_eu,sp500,vix,dax,spy,gld,vgk,xlv,xlk,xlf,efa,eurusd,usdx,TARGET
2023-08-31,186.047668,17.375849,17.785876,18.568728,-0.04802,0.000338,0.021949,-0.08959,-0.009871,0.065143,-0.091613,-0.015502,0.079713,-0.106945,-0.06218,0.008455,-0.00016,0.016573,-0.001531,0.015285,-0.02617,0.013508,-0.042384,-0.03014,0.061347,0.06878,0.89193,1.025112,0.965598,2023,8,AAPL,3800326733824,1.109,38.91793,30.815882,2.4608,57.792816,0.41,5.40878,0.867313,0.169753,-23405000000.0,-0.064127,-0.05248,1.505707,0.289395,0.266276,0.03335,10,2.33,7.98,8.58,183,0.114754,60.0,1.454838,Apple Inc.,Technology,Consumer Electronics,United States,150000,39.88703287409122,41.31768793525522,-4.168493221967651,85.71428571428572,14.285714285714286,-78.57142857142857,0.018291945403298506,-69.1949571524135,-30.08254254011906,34.4970270898715,-2.573380218007287,-1.7497313384614535,-1.0748219000556425,-4.168493221967651,-2.2078171428452182,-1.652286399124026,-2.469207364913302,-1.6481438490426745,-1.0329309740832948,13.01841212893229,-2.741973876953125,16.121085829941308,7.329947681228347,-2.302103562830023,-1.550220945607339,-0.015502209456073435,0.9844977905439266,98.44977905439266,34.95872872994047,33.06525246986267,33.32949934527944,32.729666798086676,33.06525246986267,42.738017028576074,50.94341520779614,0.15372151425028235,40.4708213739786,-85.72421045815318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22780.933,306.138,3.7,5.33,767438.3,123.8784,3.34243979581141,4507.66015625,13.569999694824219,15947.080078125,437.4610900878906,180.02000427246094,56.9598388671875,128.30677795410156,172.89483642578125,33.186973571777344,67.33264923095703,1.0932546854019165,103.62000274658203,188.355331
2023-09-30,169.549286,17.628376,17.942842,18.538364,-0.035793,0.001396,0.016913,-0.070638,-0.014205,0.060747,-0.068452,-0.021643,0.085793,-0.08761,-0.008608,0.043772,0.002259,0.016919,-0.002062,0.015461,-0.032521,0.016913,-0.088678,-0.127304,-0.116146,0.050797,-2.286484,1.08106,1.066139,2023,9,AAPL,3800326733824,1.109,38.91793,30.815882,2.4608,57.792816,0.41,5.40878,0.867313,0.169753,-23405000000.0,-0.064127,-0.05248,1.505707,0.289395,0.266276,0.03335,10,2.33,7.98,8.58,183,0.114754,60.0,1.454838,Apple Inc.,Technology,Consumer Electronics,United States,150000,26.723363739534058,29.727696031621793,-0.1038474058493648,46.42857142857143,39.28571428571429,-14.285714285714286,-0.15462973953037712,-69.18095239099833,-16.789462302396814,25.219222378417005,-1.7345769096242947,-1.3660702141287069,-0.33931265758497436,-0.1038474058493648,-0.3917942481842434,-0.5823675465379871,-1.6467631460512138,-1.3017080209054857,-0.3149168936840844,15.729110668420432,-3.7532272338867188,20.061448565916166,10.391652943563766,-0.0569347925164975,-2.1643293092862894,-0.021643293092862906,0.978356706907137,97.8356706907137,41.6052688488016,28.281064659502228,30.01322153400769,29.716339104089904,28.281064659502228,19.187140270299132,25.80731924002665,-0.01346926495933709,43.00979731505104,-79.50012861029577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22780.933,307.374,3.8,5.33,767438.3,124.1946,3.50431109850626,4288.0498046875,17.520000457763672,15386.580078125,416.7103576660156,171.4499969482422,54.40010070800781,124.50993347167969,161.69415283203125,32.16209411621094,64.87580108642578,1.0562450885772705,106.16999816894531,190.913651
2023-10-31,169.113556,17.562442,17.781416,18.072899,-0.024605,0.001619,0.014836,-0.048843,-0.010092,0.03668,-0.076476,-0.003642,0.058703,-0.090045,-0.005722,0.037311,-0.004972,0.01619,-0.000323,0.008502,-0.014704,0.01475,-0.00257,-0.09102,-0.129546,0.043095,-3.006081,1.034237,1.070401,2023,10,AAPL,3800326733824,1.109,38.91793,30.815882,2.4608,57.792816,0.41,5.40878,0.867313,0.169753,-23405000000.0,-0.064127,-0.05248,1.505707,0.289395,0.266276,0.03335,10,2.33,7.98,8.58,183,0.114754,60.0,1.454838,Apple Inc.,Technology,Consumer Electronics,United States,150000,20.66103039815797,22.146203396025626,-0.3122289119622508,60.71428571428572,39.28571428571429,-42.85714285714286,0.29913714089481047,-24.573028820261342,-9.575181622313835,17.17439833965351,-0.9353918797223884,-1.0997260577984265,0.11585233715709276,-0.3122289119622508,-1.5861993664689922,0.667120860173147,-0.8942112925905263,-1.0500783468191321,0.10486480034676249,11.381391612530335,-0.6337966918945312,17.452584892253324,8.296953482048115,-0.1797211112616594,-0.36417615304144,-0.003641761530414446,0.9963582384695856,99.63582384695857,45.21240918884308,51.50936575384979,44.21688142194232,52.193085500849605,51.50936575384979,52.77361238210938,41.769531194917406,-0.08091893458980759,54.32691471352153,-52.08342769724892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22960.6,307.653,3.9,5.33,765317.7,124.1946,3.72206836479434,4193.7998046875,18.139999389648438,14810.33984375,407.66412353515625,184.08999633789062,52.719173431396484,120.44792938232422,161.77304077148438,31.3767032623291,62.993167877197266,1.061503529548645,106.66000366210938,182.851898
2023-11-30,188.355331,16.995575,17.745819,18.1954,-0.008584,0.003214,0.02322,-0.007109,0.029349,0.064707,-0.010635,0.048316,0.109532,0.009107,0.062702,0.138714,-0.000738,0.010977,0.00483,0.009961,-0.008584,0.020693,0.11378,0.110918,0.012404,0.101605,0.122077,0.932667,0.97261,2023,11,AAPL,3800326733824,1.109,38.91793,30.815882,2.4608,57.792816,0.41,5.40878,0.867313,0.169753,-23405000000.0,-0.064127,-0.05248,1.505707,0.289395,0.266276,0.03335,10,2.33,7.98,8.58,183,0.114754,60.0,1.454838,Apple Inc.,Technology,Consumer Electronics,United States,150000,23.684128658478873,22.82139303425702,3.532739101312103,7.142857142857143,92.85714285714286,78.57142857142857,0.06060546010607834,99.1642622082402,33.18823367272139,34.666703509445966,3.0099486330301772,1.452477647510408,1.0927119205653244,3.532739101312103,0.325932581540185,1.4207544462633293,2.847541356816066,1.3676124510778784,1.0278337599922653,7.267199794416645,8.587936401367188,34.06731935253851,14.72930232088558,2.0096423300208253,4.831637084589624,0.04831637084589629,1.0483163708458962,104.83163708458963,66.5941168363607,84.82410138790868,84.0227081291746,83.17640376033127,84.82410138790868,87.33390312958163,94.72967982354366,-0.047008079657118174,65.07926707735507,-8.17845737623935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22960.6,308.087,3.7,5.33,765317.7,123.6675,3.41868826496933,4567.7998046875,12.920000076293945,16215.4296875,444.9017333984375,188.75,57.86525344848633,126.99546813964844,182.63458251953125,34.809146881103516,68.17041778564453,1.0973695516586304,103.5,179.461243
2023-12-31,190.913651,17.18002,17.682154,18.671738,-0.012927,-0.000126,0.021063,-0.020094,0.008095,0.029326,-0.028166,0.011671,0.045361,0.01197,0.047715,0.100718,-0.000282,0.01254,0.0012,0.009208,-0.011821,0.018877,0.013582,0.128908,0.126007,0.063032,1.999107,0.95747,0.958777,2023,12,AAPL,3800326733824,1.109,38.91793,30.815882,2.4608,57.792816,0.41,5.40878,0.867313,0.169753,-23405000000.0,-0.064127,-0.05248,1.505707,0.289395,0.266276,0.03335,10,2.33,7.98,8.58,183,0.114754,60.0,1.454838,Apple Inc.,Technology,Consumer Electronics,United States,150000,33.336088658965934,31.27836736964141,2.8326936379457237,39.28571428571429,82.14285714285714,50.0,0.027294111596391585,61.91678383604985,27.22463548054059,29.765250049970547,3.4001337508805562,3.4728802490714545,-0.08207209161809836,2.8326936379457237,3.6790471307912136,-0.6800458044068323,3.2479913851518916,3.31491583176998,-0.07511226925101089,6.804756129762904,2.2212142944335938,32.373510936008195,12.523744191054295,1.493121348245426,1.1670632579977802,0.011670632579977771,1.0116706325799778,101.16706325799778,63.61231774027029,61.95586042776672,59.76423272594592,52.20995137161367,61.95586042776672,28.525470900958084,43.30476583451659,0.13237422264931187,58.346750718757164,-31.77646861928438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22960.6,308.735,3.8,5.33,765317.7,123.7729,2.8642750008362103,4769.830078125,12.449999809265137,16751.640625,465.2138977050781,191.1699981689453,60.990055084228516,132.48944091796875,190.27359008789062,36.63797378540039,71.8182144165039,1.1068191528320312,101.33000183105469,170.257355
2024-01-31,182.851898,17.516264,17.831313,18.228172,-0.035786,-0.003484,0.032571,-0.064056,-0.002694,0.064703,-0.076318,-0.015945,0.070151,-0.077886,-0.036551,0.002944,0.000753,0.014655,-0.001555,0.014098,-0.019358,0.024175,-0.042227,-0.029218,0.081237,0.079049,1.027682,1.024729,0.99063,2024,1,AAPL,3800326733824,1.109,38.91793,30.815882,2.4608,57.792816,0.41,5.40878,0.867313,0.169753,-23405000000.0,-0.064127,-0.05248,1.505707,0.289395,0.266276,0.03335,10,2.33,7.98,8.58,183,0.114754,60.0,1.454838,Apple Inc.,Technology,Consumer Electronics,United States,150000,25.314668703110044,27.400169010500697,-2.583771338829621,50.0,14.285714285714286,-35.714285714285715,-0.09032200903713078,-40.235984455507634,-13.815144224415596,19.601816285187333,-0.6834159123373809,-0.24279252209982224,-0.7146313981362229,-2.583771338829621,-2.2108650859604526,-1.4993554900514487,-0.6228057413735257,-0.24386274277820918,-0.6884011422983456,13.294144031387061,-2.9351806640625,21.112220194711778,8.846886708749187,-1.3563847227830896,-1.594500382834274,-0.0159450038283427,0.9840549961716573,98.40549961716573,43.092427887792205,54.585957694375104,59.46234067428071,65.17503373452367,54.585957694375104,54.924135642682266,46.50193638181475,0.10166431434965872,58.197481150683494,-65.61969203289561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23053.545,309.794,3.7,5.33,764495.1,123.9838,2.9044164805744903,4845.64990234375,14.350000381469727,16903.759765625,472.62310791015625,188.4499969482422,60.24281311035156,136.37530517578125,195.41400146484375,37.76829528808594,71.49414825439453,1.08433997631073,103.2699966430664,169.11557
2024-02-29,179.461243,17.525843,17.783205,18.733172,-0.011274,-0.003903,0.013341,-0.037647,-0.010994,0.027169,-0.04072,-0.024759,-8.1e-05,-0.065813,0.000324,0.044817,0.002691,0.014994,-0.002479,0.008185,-0.011274,0.012292,-0.018543,-0.059987,-0.04722,0.028011,-1.685756,1.02757,1.00323,2024,2,AAPL,3800326733824,1.109,38.91793,30.815882,2.4608,57.792816,0.41,5.40878,0.867313,0.169753,-23405000000.0,-0.064127,-0.05248,1.505707,0.289395,0.266276,0.03335,10,2.33,7.98,8.58,183,0.114754,60.0,1.454838,Apple Inc.,Technology,Consumer Electronics,United States,150000,22.49093585424329,22.68325999752239,-1.32138971182016,60.71428571428572,14.285714285714286,-50.0,-0.15444183908601,-75.76621804970469,-15.54192263658842,24.38235425969367,-0.9085634478570341,-0.44533378182395644,-0.3663441874343601,-1.32138971182016,0.2203140150108188,-1.1244061679242334,-0.8605186581597479,-0.4237135294809128,-0.34606533670235706,14.960749274159571,-4.6260986328125,18.54416087327828,8.182533267813444,-0.7075652216539687,-2.475936934541706,-0.024759369345417056,0.9752406306545829,97.5240630654583,42.22903868170579,40.336482512792415,42.07025006674611,37.94757222968212,40.336482512792415,31.590170000303956,44.18321937519569,0.0341125374018314,52.45037179369012,-63.59191727733399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23053.545,311.022,3.9,5.33,764495.1,124.5109,3.02538498713333,5096.27001953125,13.399999618530273,17678.189453125,497.287841796875,189.30999755859375,61.69000244140625,140.68869018554688,204.60740661621094,39.30786895751953,73.62915802001953,1.0838816165924072,104.16000366210938,191.138168
2024-03-31,170.257355,17.776108,18.062033,18.617502,-0.040857,-0.001453,0.021213,-0.068499,-0.011421,0.04406,-0.083365,-0.031014,0.056469,-0.106098,-0.063571,-0.015918,0.000213,0.016246,-0.003089,0.013277,-0.028441,0.011832,-0.051286,-0.068878,-0.108197,0.016907,-6.399494,1.042677,1.058156,2024,3,AAPL,3800326733824,1.109,38.91793,30.815882,2.4608,57.792816,0.41,5.40878,0.867313,0.169753,-23405000000.0,-0.064127,-0.05248,1.505707,0.289395,0.266276,0.03335,10,2.33,7.98,8.58,183,0.114754,60.0,1.454838,Apple Inc.,Technology,Consumer Electronics,United States,150000,29.650372128416493,28.523248893174973,-4.273348343678009,60.71428571428572,7.142857142857143,-57.142857142857146,-0.020235608901624784,-57.893736598090086,-25.50449690153758,30.679759481433273,-3.099438661027108,-3.0620604110229666,-0.14878818151259732,-4.273348343678009,-4.2737190376999,-0.4726901421180083,-2.9533836377362803,-2.9162547250330357,-0.15024821950088896,13.91130192356232,-5.579925537109375,15.54513164867595,7.345405751120142,-2.3966603244603917,-3.1014273236873557,-0.031014273236873557,0.9689857267631264,96.89857267631264,37.24775154923121,33.82369047452733,35.150146387168206,39.84204780647565,33.82369047452733,69.23335619165991,48.69949732006074,-0.09229930546261755,43.84787245535692,-75.5385515950384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23053.545,312.107,3.9,5.33,764495.1,125.0381,2.95329790278577,5254.35009765625,13.010000228881836,18492.490234375,513.5501098632812,205.72000122070312,64.04832458496094,144.0338897705078,206.2226104736328,41.19685363769531,76.11682891845703,1.0794472694396973,104.55000305175781,209.401917
2024-04-30,169.11557,17.437863,17.719975,18.437252,-0.021864,-0.004183,0.043271,-0.065421,-0.001031,0.046189,-0.055129,-0.010958,0.029566,-0.07651,-0.01474,0.031672,0.002424,0.01427,-0.001051,0.016636,-0.021864,0.024808,-0.006706,-0.057649,-0.075123,0.023093,-3.253114,1.022642,1.065302,2024,4,AAPL,3800326733824,1.109,38.91793,30.815882,2.4608,57.792816,0.41,5.40878,0.867313,0.169753,-23405000000.0,-0.064127,-0.05248,1.505707,0.289395,0.266276,0.03335,10,2.33,7.98,8.58,183,0.114754,60.0,1.454838,Apple Inc.,Technology,Consumer Electronics,United States,150000,16.600029050038557,21.093545734459354,-1.19783968803209,78.57142857142857,39.28571428571429,-35.714285714285715,-0.24236997854821288,-68.64806179799533,-15.660356068349369,9.76297576633331,-1.8497837217713737,-1.8710798771782637,0.13286848309999755,-1.19783968803209,-1.229957895740826,0.1237511431049998,-1.75860355982023,-1.7862309548258248,0.13001774337597483,10.829892565844165,-1.84674072265625,24.63181008364859,11.191349941946982,-0.6999178919706122,-1.0958102800246172,-0.010958102800246141,0.9890418971997539,98.90418971997539,42.169821965825314,26.53092167024181,29.47212383842999,31.514429668767022,26.53092167024181,32.437031682196135,55.29052483988453,-0.1599885083739927,43.700702057124964,-86.30266393851107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23223.906,313.016,3.9,5.33,762520.8,125.6706,3.07356096825179,5035.68994140625,15.649999618530273,17932.169921875,492.84393310546875,211.8699951171875,62.412410736083984,136.81903076171875,194.34056091308594,39.475425720214844,73.64822387695312,1.0715701580047607,106.22000122070312,220.795654
2024-05-31,191.138168,17.360765,17.759789,18.910635,-0.021058,0.004408,0.059816,-0.015592,0.026395,0.083166,0.007738,0.054376,0.122134,0.002725,0.10362,0.161426,-0.000735,0.014118,0.00533,0.013281,-0.018271,0.024808,0.130222,0.122643,0.065067,0.094589,0.68789,0.925179,0.944986,2024,5,AAPL,3800326733824,1.109,38.91793,30.815882,2.4608,57.792816,0.41,5.40878,0.867313,0.169753,-23405000000.0,-0.064127,-0.05248,1.505707,0.289395,0.266276,0.03335,10,2.33,7.98,8.58,183,0.114754,60.0,1.454838,Apple Inc.,Technology,Consumer Electronics,United States,150000,28.234898060978992,20.65771415749694,6.35050499744905,0.0,92.85714285714286,82.14285714285714,0.08286683605339268,94.70509849010361,32.73578408343978,37.998236609724714,4.247640185590171,2.854098099972319,1.324147991651099,6.35050499744905,3.598345949439243,1.9895414531740463,4.060143172368413,2.7020044402631136,1.2584748641173658,7.8531803734366985,9.829429626464844,39.22279601737701,18.910707746613518,3.5621821963956837,5.437622151562449,0.05437622151562445,1.0543762215156245,105.43762215156245,66.3678920417199,69.81099221701456,68.79382260890092,73.35621492119697,69.81099221701456,93.96815056636,70.50471646176645,-0.060614182257079374,51.79084075433671,-15.76263773371692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23223.906,313.14,4.0,5.33,762520.8,125.7761,3.1214919508542205,5277.509765625,12.920000076293945,18497.939453125,517.7719116210938,215.3000030517578,66.4356460571289,140.10472106933594,208.09402465820312,40.72737121582031,77.37495422363281,1.0835410356521606,104.66999816894531,227.939178
2024-06-30,209.401917,17.533507,18.196828,19.303643,-0.021513,0.003986,0.072649,-0.035076,0.021318,0.121945,-0.016897,0.057139,0.119975,0.047743,0.118739,0.143816,0.001492,0.023037,0.005926,0.024163,-0.021058,0.072649,0.095553,0.238218,0.229914,0.07119,3.229576,0.906798,0.877281,2024,6,AAPL,3800326733824,1.109,38.91793,30.815882,2.4608,57.792816,0.41,5.40878,0.867313,0.169753,-23405000000.0,-0.064127,-0.05248,1.505707,0.289395,0.266276,0.03335,10,2.33,7.98,8.58,183,0.114754,60.0,1.454838,Apple Inc.,Technology,Consumer Electronics,United States,150000,42.435083587862096,38.124143966909024,6.009720826760315,7.142857142857143,85.71428571428572,71.42857142857143,-0.09708749370389137,126.06697741598715,39.559753918040656,43.87348552375244,6.545539339005757,5.606385587809956,0.0435653719751512,6.009720826760315,5.928660509593129,1.2767283991191416,6.246748964264043,5.336052025126927,0.04125001310241849,6.419411873691423,11.184951782226562,33.75405633146737,22.322157727579242,3.2441765739741757,5.7138574354697935,0.05713857435469791,1.057138574354698,105.71385743546979,69.77987695902034,71.59711771333231,72.24807598593513,74.5811752588921,71.59711771333231,74.64307159100261,66.66666666666663,0.1860271776020328,51.42197037128502,-21.746799006888093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23223.906,313.131,4.1,5.33,762520.8,125.8815,3.1650202317552294,5460.47998046875,12.4399995803833,18235.44921875,536.0389404296875,215.00999450683594,64.47557067871094,142.6602325439453,224.39901733398438,40.36819076538086,75.96151733398438,1.0708472728729248,105.87000274658203,231.920639
2024-07-31,220.795654,17.407653,17.770828,18.005689,-0.028754,0.00317,0.029105,-0.045177,0.017377,0.081664,-0.068942,0.018332,0.114364,0.019337,0.090249,0.1833,-0.001039,0.019087,0.001944,0.015815,-0.024258,0.02162,0.054411,0.155163,0.30559,0.037952,8.05209,0.938025,0.860652,2024,7,AAPL,3800326733824,1.109,38.91793,30.815882,2.4608,57.792816,0.41,5.40878,0.867313,0.169753,-23405000000.0,-0.064127,-0.05248,1.505707,0.289395,0.266276,0.03335,10,2.33,7.98,8.58,183,0.114754,60.0,1.454838,Apple Inc.,Technology,Consumer Electronics,United States,150000,46.35240558427243,44.59158682856786,7.903291604457749,17.857142857142858,82.14285714285714,64.28571428571429,0.052275431085239285,63.614208100570494,31.150756152343178,35.936259851207936,6.8667867727220795,7.0746548583657365,-0.08876367473205526,7.903291604457749,8.311072026222856,-0.731570643237518,6.553698254048143,6.747045234606977,-0.08284441729872416,10.39018387052641,3.9072799682617188,30.487825975767947,21.16459580020461,3.7169914062906333,1.8331604569173598,0.018331604569173602,1.0183316045691737,101.83316045691737,65.57537807617159,63.77884616650543,67.52680463982797,62.9771039064712,63.77884616650543,34.846784161370365,39.52811054454373,0.3934345241763282,50.940567787026055,-25.903287263306574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23400.294,313.566,4.2,5.33,762667.0,126.3032,3.112996279923681,5522.2998046875,16.360000610351562,18508.650390625,542.5299072265625,226.5500030517578,66.10750579833984,146.45797729492188,217.02915954589844,42.950740814208984,77.93013000488281,1.0816072225570679,104.0999984741211,224.86348
